# ./spanning-lw-membar-statistics -n 1 -a -i 4 2 3 0 0
# setaffinity enabled.
# treq 0 any
# 2000x2000 nodes 2D torus
# Graph constuction time: 0.199485
# v: 4000000 e: 16000000
# search-p finished.
# time: 3.802410
# Iterations: 102
  1        1         
  2        1         
  3        2         
  4        2         
  5        2         
  6        3         
  7        4         
  8        4         
  9        5         
 10        5         
 11        5         
 12        6         
 13        6         
 14        7         
 15        8         
 16        8         
 17        9         
 18        9         
 19       10         
 20       10         
 21       11         
 22       12         
 23       12         
 24       12         
 25       13         
 26       14         
 27       14         
 28       14         
 29       14         
 30       16         
 31       16         
 32       16         
 33       17         
 34       17         
 35       19         
 36       19         
 37       19         
 38       19         
 39       20         
 40       20         
 41       21         
 42       22         
 43       22         
 44       23         
 45       23         
 46       24         
 47       25         
 48       25         
 49       26         
 50       26         
 51       27         
 52       27         
 53       28         
 54       29         
 55       28         
 56       29         
 57       30         
 58       31         
 59       30         
 60       31         
 61       32         
 62       32         
 63       32         
 64       32         
 65       32         
 66       34         
 67       35         
 68       35         
 69       36         
 70       37         
 71       37         
 72       34         
 73       31         
 74       28         
 75       27         
 76       25         
 77       23         
 78       22         
 79       20         
 80       20         
 81       18         
 82       17         
 83       16         
 84       14         
 85       13         
 86       12         
 87       11         
 88       10         
 89       10         
 90        9         
 91        8         
 92        7         
 93        6         
 94        6         
 95        5         
 96        4         
 97        4         
 98        3         
 99        2         
100        2         
101        1         
102        1         
